user_id,transfer_limit_yen,atm_withdraw_limit_yen,updated_at
494,300000,100000,2025-12-07T09:46:23.452377+00:00
495,200000,100000,2025-06-12T08:52:41.452377+00:00
496,500000,30000,2025-11-29T00:45:19.452377+00:00
497,200000,100000,2025-12-30T13:47:30.452377+00:00
498,300000,50000,2025-08-23T07:22:30.453390+00:00
499,1000000,100000,2025-10-05T16:44:49.453390+00:00
500,200000,100000,2026-02-10T18:38:44.453390+00:00
501,100000,30000,2025-04-11T23:58:53.453390+00:00
502,500000,50000,2025-07-04T14:18:47.453390+00:00
503,200000,50000,2025-12-23T09:51:25.453898+00:00
504,100000,200000,2025-08-29T03:02:31.453898+00:00
505,1000000,100000,2025-03-21T11:07:04.453898+00:00
506,300000,30000,2025-12-05T13:40:58.453898+00:00
507,300000,200000,2025-02-20T12:36:53.453898+00:00
508,300000,100000,2025-09-17T12:26:38.453898+00:00
509,1000000,200000,2025-11-14T19:22:14.454401+00:00
510,500000,30000,2025-03-08T01:19:22.454401+00:00
511,300000,50000,2025-06-18T11:12:07.454401+00:00
512,500000,200000,2025-04-01T20:57:19.454401+00:00
513,200000,200000,2025-08-25T18:46:53.454401+00:00
514,1000000,50000,2025-08-05T18:02:03.454898+00:00
515,100000,50000,2025-06-07T23:46:31.454898+00:00
516,200000,50000,2026-01-10T05:35:17.454898+00:00
517,1000000,100000,2025-07-11T02:01:57.454898+00:00
518,500000,30000,2025-08-23T01:33:18.454898+00:00
519,200000,200000,2025-02-14T10:28:44.455398+00:00
520,1000000,100000,2025-12-01T00:53:47.455398+00:00
521,1000000,50000,2025-05-06T04:16:00.455398+00:00
522,300000,50000,2026-01-28T18:08:26.455398+00:00
523,300000,30000,2025-05-08T11:05:57.455398+00:00
524,200000,30000,2025-08-08T23:16:08.455899+00:00
525,500000,100000,2025-12-31T09:22:53.455899+00:00
526,500000,100000,2025-09-12T11:28:51.455899+00:00
527,500000,200000,2025-09-22T20:27:03.455899+00:00
528,300000,30000,2025-02-12T06:59:46.455899+00:00
529,200000,100000,2026-01-05T13:15:22.456398+00:00
530,100000,100000,2025-08-13T02:15:00.456398+00:00
531,200000,100000,2025-12-11T04:38:50.456398+00:00
532,200000,200000,2025-11-16T12:44:26.456398+00:00
533,200000,50000,2025-08-09T15:12:12.456398+00:00
534,300000,30000,2025-08-31T02:45:48.456898+00:00
535,1000000,50000,2025-12-23T10:19:38.456898+00:00
536,200000,30000,2025-12-11T15:30:23.456898+00:00
537,500000,30000,2025-09-13T21:44:15.456898+00:00
538,200000,100000,2025-07-19T01:47:45.457398+00:00
539,100000,200000,2025-04-24T17:43:19.457398+00:00
540,500000,50000,2026-01-12T05:29:24.457398+00:00
541,100000,200000,2025-06-26T15:40:13.457398+00:00
542,500000,30000,2025-04-12T15:48:35.457398+00:00
543,200000,30000,2025-03-18T07:14:32.457398+00:00
544,200000,200000,2025-12-20T03:07:28.457398+00:00
545,300000,200000,2025-10-18T06:25:59.457897+00:00
546,500000,50000,2025-09-17T12:28:19.457897+00:00
547,500000,50000,2025-09-15T18:20:29.457897+00:00
548,500000,200000,2025-09-20T21:34:04.457897+00:00
549,500000,100000,2025-03-12T17:00:22.457897+00:00
550,1000000,50000,2025-07-02T06:57:36.458399+00:00
551,500000,50000,2025-05-24T18:25:42.458399+00:00
552,200000,50000,2025-07-09T00:27:52.458399+00:00
553,200000,200000,2025-10-17T23:02:17.458399+00:00
554,100000,200000,2025-11-27T18:27:37.458399+00:00
555,100000,200000,2025-05-09T22:59:54.458898+00:00
556,1000000,30000,2025-04-08T09:17:04.458898+00:00
557,300000,100000,2025-11-06T03:11:09.458898+00:00
558,200000,200000,2025-09-26T21:46:50.458898+00:00
559,100000,100000,2025-03-24T15:13:44.459397+00:00
560,100000,30000,2025-09-08T16:34:47.459397+00:00
561,300000,50000,2025-07-30T22:50:35.459397+00:00
562,500000,100000,2025-07-13T06:36:16.459397+00:00
563,500000,200000,2025-10-10T11:34:35.459397+00:00
564,300000,100000,2025-07-09T03:07:48.459898+00:00
565,100000,50000,2026-02-02T03:43:33.459898+00:00
566,1000000,50000,2025-07-16T05:29:00.459898+00:00
567,200000,100000,2025-05-25T02:30:04.459898+00:00
568,200000,200000,2025-07-22T17:54:19.459898+00:00
569,200000,100000,2025-05-14T23:50:12.459898+00:00
570,1000000,30000,2025-10-19T08:03:02.460397+00:00
571,200000,50000,2025-05-27T11:04:20.460397+00:00
572,100000,100000,2025-05-28T12:44:44.460397+00:00
573,1000000,50000,2025-12-06T16:21:22.460397+00:00
574,300000,30000,2025-12-11T20:34:14.460898+00:00
575,100000,200000,2025-04-26T11:14:33.460898+00:00
576,500000,30000,2025-03-18T05:36:18.460898+00:00
577,1000000,200000,2025-07-27T18:52:39.460898+00:00
578,300000,30000,2025-02-20T05:14:56.460898+00:00
579,100000,200000,2025-12-11T05:21:39.460898+00:00
580,100000,200000,2025-12-07T14:49:20.461400+00:00
581,200000,50000,2025-11-15T03:37:24.461400+00:00
582,200000,30000,2025-07-29T22:22:16.461400+00:00
583,100000,30000,2025-05-29T12:29:08.461400+00:00
584,500000,100000,2025-07-16T11:25:49.461400+00:00
585,1000000,30000,2025-03-28T16:10:08.461400+00:00
586,1000000,30000,2025-08-11T18:47:27.461898+00:00
587,1000000,30000,2025-08-12T22:59:27.461898+00:00
588,100000,50000,2025-07-29T13:15:26.461898+00:00
589,300000,50000,2025-10-03T07:32:12.461898+00:00
590,300000,50000,2025-11-25T22:26:40.462399+00:00
591,300000,50000,2026-01-02T20:35:22.462399+00:00
592,1000000,50000,2025-04-22T00:51:03.462399+00:00
593,1000000,200000,2025-11-17T18:22:44.462399+00:00
594,1000000,100000,2025-04-29T20:56:24.462399+00:00
595,1000000,30000,2025-03-05T06:33:55.462901+00:00
596,100000,200000,2025-04-21T06:17:36.462901+00:00
597,300000,50000,2025-09-17T22:43:47.462901+00:00
598,300000,100000,2026-01-30T17:25:53.462901+00:00
599,500000,200000,2025-11-16T22:27:26.462901+00:00
600,1000000,200000,2025-02-23T11:14:49.462901+00:00
601,1000000,30000,2025-08-21T02:43:45.462901+00:00
602,300000,100000,2025-11-08T18:11:53.462901+00:00
603,300000,50000,2025-06-26T18:55:30.462901+00:00
604,200000,30000,2025-09-18T08:38:01.463904+00:00
605,200000,30000,2025-11-13T05:38:33.463904+00:00
606,300000,30000,2025-06-24T08:34:09.463904+00:00
607,200000,50000,2025-05-12T19:13:02.463904+00:00
608,500000,50000,2025-05-19T10:47:11.464407+00:00
609,300000,50000,2025-02-17T08:45:42.464407+00:00
610,100000,30000,2025-09-10T01:34:54.464407+00:00
611,500000,50000,2025-03-01T01:42:23.464407+00:00
612,100000,50000,2025-02-20T16:16:13.464407+00:00
613,300000,200000,2025-03-18T04:33:18.464907+00:00
614,300000,30000,2025-12-17T18:07:21.464907+00:00
615,300000,30000,2025-05-31T05:51:54.464907+00:00
616,1000000,200000,2025-10-07T06:56:03.464907+00:00
617,500000,50000,2025-03-27T03:00:39.464907+00:00
618,200000,100000,2025-10-07T09:05:22.464907+00:00
619,300000,100000,2025-08-22T21:51:51.465407+00:00
620,1000000,30000,2026-01-15T14:05:47.465407+00:00
621,500000,30000,2025-02-13T13:08:02.465407+00:00
622,500000,30000,2025-05-17T22:15:12.465407+00:00
623,300000,50000,2025-08-03T00:58:26.465908+00:00
624,300000,100000,2025-11-05T04:51:44.465908+00:00
625,100000,30000,2025-03-26T18:05:33.465908+00:00
626,100000,200000,2025-04-03T00:42:23.465908+00:00
627,300000,50000,2026-01-02T19:03:31.466407+00:00
628,200000,200000,2025-12-14T22:39:49.466407+00:00
629,300000,100000,2025-03-07T13:58:50.466407+00:00
630,100000,100000,2025-05-28T03:03:47.466407+00:00
631,300000,30000,2025-06-04T16:39:45.466407+00:00
632,100000,100000,2025-08-31T21:34:08.466909+00:00
633,300000,100000,2025-10-18T06:13:23.466909+00:00
634,200000,50000,2026-01-23T18:51:18.466909+00:00
635,100000,200000,2025-02-20T19:27:00.466909+00:00
636,1000000,200000,2025-09-24T15:56:58.466909+00:00
637,200000,200000,2025-03-23T16:26:21.467409+00:00
638,100000,50000,2025-12-11T20:56:06.467409+00:00
639,500000,100000,2025-08-11T06:28:36.467409+00:00
640,1000000,200000,2025-04-01T18:57:03.467409+00:00
641,300000,50000,2025-08-08T17:13:24.467907+00:00
642,200000,100000,2025-11-07T02:20:06.467907+00:00
643,100000,30000,2025-06-20T05:27:44.467907+00:00
644,200000,200000,2025-06-12T13:23:54.467907+00:00
645,100000,100000,2026-01-07T00:57:14.467907+00:00
646,1000000,50000,2025-03-13T08:37:56.468409+00:00
647,500000,30000,2025-03-16T18:45:23.468409+00:00
648,500000,50000,2025-11-19T12:05:11.468409+00:00
649,100000,50000,2025-07-30T22:17:51.468409+00:00
650,500000,50000,2025-07-20T00:54:47.468907+00:00
651,300000,100000,2025-12-22T07:21:24.468907+00:00
652,100000,50000,2025-08-07T10:29:08.468907+00:00
653,200000,200000,2025-05-01T13:38:13.468907+00:00
654,100000,100000,2025-07-10T18:42:37.468907+00:00
655,500000,50000,2025-11-09T09:00:29.468907+00:00
656,500000,200000,2025-10-20T11:39:57.468907+00:00
657,500000,50000,2025-07-20T08:20:43.469407+00:00
658,300000,50000,2025-02-14T10:46:58.469407+00:00
659,1000000,50000,2025-03-08T09:59:43.469407+00:00
660,300000,100000,2025-03-19T01:25:36.469407+00:00
661,300000,30000,2025-04-16T21:19:06.469407+00:00
662,300000,30000,2025-08-22T07:02:47.469407+00:00
663,500000,30000,2025-03-23T13:48:52.469907+00:00
664,300000,30000,2025-09-22T06:30:00.469907+00:00
665,300000,30000,2025-05-04T17:13:38.469907+00:00
666,500000,200000,2025-03-15T01:03:45.469907+00:00
667,100000,200000,2025-05-04T06:46:01.469907+00:00
668,100000,200000,2026-01-31T07:37:52.469907+00:00
669,100000,100000,2025-12-18T12:14:53.470408+00:00
670,100000,30000,2025-11-11T02:31:40.470408+00:00
671,500000,100000,2025-07-25T14:13:42.470408+00:00
672,1000000,50000,2025-10-05T23:32:05.470408+00:00
673,200000,100000,2025-11-28T21:21:12.470408+00:00
674,500000,200000,2025-11-13T08:25:41.470910+00:00
675,500000,30000,2025-07-15T08:05:28.470910+00:00
676,200000,100000,2025-07-25T12:37:05.470910+00:00
677,1000000,50000,2025-05-14T10:55:12.470910+00:00
678,1000000,30000,2025-04-05T08:16:11.471409+00:00
679,100000,50000,2025-03-11T20:03:07.471409+00:00
680,500000,100000,2025-12-31T12:33:42.471409+00:00
681,300000,200000,2025-03-04T23:30:16.471409+00:00
682,1000000,50000,2025-03-01T23:45:22.471409+00:00
683,100000,100000,2025-09-22T20:16:23.471907+00:00
684,100000,30000,2025-05-31T14:12:10.471907+00:00
685,300000,30000,2025-08-26T19:28:02.471907+00:00
686,300000,100000,2025-07-14T19:00:11.471907+00:00
687,200000,100000,2026-01-23T03:53:47.471907+00:00
688,200000,200000,2025-04-25T19:52:19.471907+00:00
689,500000,50000,2025-04-28T15:38:56.472408+00:00
690,300000,100000,2025-05-16T06:02:56.472408+00:00
691,100000,200000,2025-10-26T23:46:33.472408+00:00
692,200000,50000,2025-04-02T14:52:04.472408+00:00
693,500000,100000,2025-04-09T08:09:09.472907+00:00
694,100000,200000,2025-06-29T11:18:01.472907+00:00
695,300000,100000,2025-12-10T17:26:12.472907+00:00
696,300000,50000,2025-08-06T09:05:10.472907+00:00
697,500000,50000,2026-01-13T15:28:26.472907+00:00
698,1000000,200000,2025-06-23T04:05:38.472907+00:00
699,300000,50000,2025-04-30T20:15:09.472907+00:00
700,300000,50000,2025-04-17T21:17:38.473407+00:00
701,100000,200000,2025-04-16T18:25:15.473407+00:00
702,300000,50000,2025-04-23T11:21:04.473407+00:00
703,1000000,50000,2025-09-15T17:04:13.473407+00:00
704,200000,30000,2025-11-09T22:02:22.473407+00:00
705,100000,200000,2025-09-03T21:42:09.473407+00:00
706,200000,100000,2025-12-27T08:49:07.473407+00:00
707,200000,50000,2025-09-10T05:45:38.473407+00:00
708,200000,30000,2025-06-17T01:08:01.473407+00:00
709,200000,30000,2025-05-28T01:11:08.473407+00:00
710,500000,100000,2025-04-27T18:00:21.473407+00:00
711,200000,200000,2026-01-28T01:50:43.473407+00:00
712,100000,200000,2025-07-21T19:45:23.474418+00:00
713,500000,30000,2025-03-15T09:14:49.474418+00:00
714,500000,50000,2025-11-17T06:18:59.474418+00:00
715,500000,200000,2025-03-23T20:46:23.474418+00:00
716,200000,100000,2025-11-14T13:31:18.474928+00:00
717,100000,30000,2025-03-25T13:23:25.474928+00:00
718,300000,30000,2025-09-16T12:01:59.474928+00:00
719,200000,100000,2025-05-02T11:06:11.474928+00:00
720,500000,50000,2025-08-20T15:47:28.474928+00:00
721,1000000,200000,2025-04-21T03:41:28.474928+00:00
722,200000,200000,2025-07-12T09:44:06.475430+00:00
723,300000,100000,2025-04-27T15:51:25.475430+00:00
724,200000,200000,2025-03-23T08:58:53.475430+00:00
725,100000,200000,2025-09-01T00:53:59.475430+00:00
726,500000,200000,2025-12-18T19:44:32.475926+00:00
727,300000,200000,2025-04-10T06:48:00.475926+00:00
728,100000,200000,2025-06-21T14:13:45.475926+00:00
729,1000000,100000,2025-10-25T02:46:52.475926+00:00
730,100000,100000,2025-10-18T00:09:58.475926+00:00
731,300000,50000,2025-02-27T18:48:22.475926+00:00
732,500000,50000,2025-12-14T16:03:16.476425+00:00
733,200000,50000,2026-02-04T23:58:35.476425+00:00
734,300000,100000,2025-06-28T20:41:59.476425+00:00
735,200000,50000,2025-03-08T22:15:04.476425+00:00
736,500000,100000,2025-10-15T01:56:49.476425+00:00
737,1000000,30000,2025-12-28T05:38:27.476926+00:00
738,100000,100000,2025-09-09T05:30:37.476926+00:00
739,500000,200000,2025-11-10T15:14:51.476926+00:00
740,200000,200000,2025-05-10T06:02:41.476926+00:00
741,500000,100000,2026-01-24T01:27:30.476926+00:00
742,500000,30000,2025-03-11T18:18:35.477425+00:00
743,200000,100000,2025-03-22T12:23:06.477425+00:00
744,300000,100000,2025-12-12T03:37:23.477425+00:00
745,300000,50000,2025-12-17T14:48:53.477425+00:00
746,1000000,200000,2026-02-06T17:16:01.477425+00:00
747,200000,50000,2025-07-31T13:31:58.477425+00:00
748,500000,30000,2025-03-07T07:18:27.477926+00:00
749,500000,200000,2025-07-06T07:19:04.477926+00:00
750,1000000,200000,2025-07-17T12:45:36.477926+00:00
751,300000,30000,2025-03-02T06:24:49.477926+00:00
752,300000,200000,2025-08-12T05:53:38.477926+00:00
753,100000,30000,2025-04-02T13:14:28.477926+00:00
754,300000,100000,2025-05-21T18:02:45.477926+00:00
755,1000000,50000,2025-08-03T22:48:29.478425+00:00
756,500000,200000,2025-06-29T20:00:02.478425+00:00
757,1000000,50000,2025-10-29T14:58:03.478425+00:00
758,100000,30000,2026-01-03T12:48:32.478425+00:00
759,500000,30000,2025-05-20T14:58:30.478425+00:00
760,100000,200000,2026-01-10T21:55:25.478425+00:00
761,100000,100000,2025-06-20T03:17:01.478926+00:00
762,1000000,30000,2026-01-01T06:48:15.478926+00:00
763,500000,100000,2025-12-30T01:53:57.478926+00:00
764,100000,50000,2025-12-07T23:16:25.478926+00:00
765,300000,200000,2025-04-28T16:51:13.478926+00:00
766,200000,50000,2026-01-23T07:02:54.479428+00:00
767,500000,30000,2025-08-08T02:07:02.479428+00:00
768,100000,30000,2025-08-26T05:11:33.479428+00:00
769,1000000,100000,2025-10-30T23:25:51.479428+00:00
770,1000000,200000,2025-10-15T11:53:44.479428+00:00
771,200000,30000,2025-12-20T21:42:30.479428+00:00
772,200000,100000,2025-04-18T06:43:39.479925+00:00
773,1000000,30000,2025-08-20T11:41:38.480425+00:00
774,200000,200000,2025-09-03T12:29:24.480425+00:00
775,1000000,200000,2025-07-09T05:10:38.480425+00:00
776,500000,50000,2025-08-19T22:46:42.480425+00:00
777,300000,50000,2025-07-14T19:12:21.480425+00:00
778,200000,30000,2025-09-15T08:13:27.480925+00:00
779,500000,100000,2025-09-19T10:00:18.480925+00:00
780,1000000,50000,2025-04-10T08:11:47.480925+00:00
781,500000,50000,2025-11-07T20:13:09.480925+00:00
782,500000,100000,2025-10-19T12:43:58.480925+00:00
783,100000,50000,2025-11-25T22:43:47.481425+00:00
784,500000,100000,2026-01-29T17:34:30.481425+00:00
785,1000000,30000,2025-05-27T20:03:22.481425+00:00
786,1000000,100000,2025-05-18T12:17:01.481425+00:00
787,500000,200000,2025-12-27T12:26:56.481425+00:00
788,300000,200000,2025-08-12T09:28:27.481425+00:00
789,1000000,200000,2025-06-16T11:19:46.481925+00:00
790,300000,50000,2025-05-01T11:53:38.481925+00:00
791,300000,200000,2025-02-15T08:38:05.481925+00:00
792,200000,100000,2025-10-29T19:54:49.481925+00:00
793,300000,30000,2026-02-09T17:23:07.481925+00:00
794,500000,100000,2025-11-09T07:25:53.481925+00:00
795,500000,200000,2025-03-03T02:20:05.481925+00:00
796,300000,100000,2025-03-20T23:51:16.482425+00:00
797,300000,30000,2025-05-15T09:31:38.482425+00:00
798,300000,30000,2025-06-04T22:30:01.482425+00:00
799,100000,100000,2025-10-24T07:08:47.482425+00:00
800,200000,50000,2025-03-30T19:27:44.482425+00:00
801,1000000,30000,2025-11-11T06:42:50.482425+00:00
802,1000000,50000,2026-01-22T03:25:55.482926+00:00
803,300000,30000,2025-10-01T02:09:58.482926+00:00
804,1000000,200000,2025-07-08T16:42:52.482926+00:00
805,200000,50000,2025-11-08T07:46:26.482926+00:00
806,300000,100000,2025-06-21T07:17:49.482926+00:00
807,300000,30000,2025-05-30T02:52:39.482926+00:00
808,500000,30000,2025-02-15T15:17:38.483429+00:00
809,200000,200000,2025-10-19T16:03:42.483429+00:00
810,1000000,30000,2025-07-31T06:45:36.483429+00:00
811,500000,100000,2025-07-23T18:42:52.483429+00:00
812,300000,200000,2025-08-19T03:20:51.483429+00:00
813,300000,50000,2025-04-17T12:56:08.483926+00:00
814,100000,100000,2025-07-10T19:12:06.483926+00:00
815,200000,100000,2025-12-31T22:43:02.483926+00:00
816,100000,50000,2025-05-09T09:21:19.483926+00:00
817,500000,50000,2025-07-28T21:03:46.483926+00:00
818,100000,30000,2025-02-28T15:53:26.483926+00:00
819,300000,200000,2025-09-01T02:16:53.483926+00:00
820,500000,50000,2025-05-09T22:24:44.484931+00:00
821,1000000,200000,2026-01-19T21:56:50.484931+00:00
822,200000,200000,2025-04-12T19:17:44.484931+00:00
823,500000,100000,2025-08-06T00:40:17.484931+00:00
824,200000,100000,2025-05-20T22:10:42.485434+00:00
825,300000,30000,2025-04-17T09:19:41.485434+00:00
826,300000,100000,2025-12-20T07:21:59.485434+00:00
827,200000,50000,2025-08-01T14:32:01.485434+00:00
828,1000000,200000,2025-06-30T12:29:24.485434+00:00
829,200000,100000,2025-05-23T00:43:04.485934+00:00
830,200000,200000,2025-02-14T16:07:08.485934+00:00
831,200000,30000,2025-09-19T16:52:44.485934+00:00
832,500000,30000,2025-11-30T02:02:40.485934+00:00
833,200000,50000,2025-12-28T11:38:56.485934+00:00
834,1000000,200000,2025-06-20T06:53:28.485934+00:00
835,200000,100000,2025-05-19T08:05:42.486434+00:00
836,500000,100000,2025-10-08T20:27:45.486434+00:00
837,200000,200000,2025-03-04T00:41:17.486434+00:00
838,100000,100000,2025-04-01T02:21:19.486434+00:00
839,1000000,200000,2025-06-13T23:12:58.486434+00:00
840,1000000,50000,2026-01-21T18:26:39.486934+00:00
841,1000000,100000,2025-08-27T06:09:32.486934+00:00
842,200000,200000,2025-05-04T08:25:52.486934+00:00
843,200000,30000,2025-06-19T14:55:35.486934+00:00
844,100000,200000,2025-11-05T23:52:51.486934+00:00
845,500000,30000,2025-03-29T18:21:37.487437+00:00
846,300000,100000,2025-06-07T08:46:59.487437+00:00
847,500000,50000,2026-01-17T01:41:42.487437+00:00
848,500000,200000,2025-07-02T21:15:15.487437+00:00
849,100000,50000,2026-01-14T17:34:25.487437+00:00
850,1000000,200000,2025-03-27T02:55:06.487437+00:00
851,500000,30000,2025-09-20T12:13:04.487939+00:00
852,200000,200000,2025-11-19T02:24:43.487939+00:00
853,500000,200000,2025-12-09T05:48:11.487939+00:00
854,200000,50000,2025-08-25T22:15:12.487939+00:00
855,500000,100000,2025-12-25T20:54:19.487939+00:00
856,500000,100000,2026-01-24T04:34:51.487939+00:00
857,300000,200000,2025-11-29T00:16:28.488436+00:00
858,300000,50000,2025-07-17T23:31:49.488436+00:00
859,500000,30000,2025-09-11T19:13:54.488436+00:00
860,500000,100000,2025-06-26T05:05:32.488436+00:00
861,100000,30000,2025-09-12T14:38:23.488436+00:00
862,1000000,50000,2025-10-13T17:50:58.488436+00:00
863,200000,200000,2025-11-05T17:23:20.488934+00:00
864,300000,30000,2026-01-13T12:38:01.488934+00:00
865,1000000,50000,2025-05-11T00:32:49.488934+00:00
866,100000,30000,2025-03-29T00:49:25.488934+00:00
867,200000,30000,2025-09-13T20:44:43.488934+00:00
868,100000,100000,2025-04-06T12:45:56.488934+00:00
869,1000000,50000,2026-01-14T07:18:30.489435+00:00
870,100000,30000,2025-02-16T01:52:33.489435+00:00
871,100000,30000,2025-09-25T20:42:46.489435+00:00
872,100000,30000,2025-11-08T21:13:51.489435+00:00
873,300000,200000,2025-04-13T14:31:06.489435+00:00
874,200000,100000,2025-05-20T12:29:51.489435+00:00
875,500000,100000,2025-10-08T15:23:36.489934+00:00
876,500000,30000,2025-10-28T03:24:57.489934+00:00
877,1000000,200000,2025-02-15T10:31:47.489934+00:00
878,300000,50000,2025-10-20T06:24:28.489934+00:00
879,300000,30000,2026-01-22T23:47:23.489934+00:00
880,500000,50000,2025-09-06T06:56:44.489934+00:00
881,300000,200000,2025-05-14T19:08:47.489934+00:00
882,1000000,100000,2025-12-28T00:00:20.490443+00:00
883,1000000,200000,2025-06-07T01:10:45.490443+00:00
884,300000,200000,2025-02-21T17:27:28.490443+00:00
885,100000,30000,2025-05-08T14:23:22.490443+00:00
886,1000000,50000,2025-04-30T22:43:17.490443+00:00
887,500000,30000,2025-12-18T00:24:36.490934+00:00
888,1000000,30000,2026-02-05T03:18:37.490934+00:00
889,500000,100000,2025-03-06T05:28:16.490934+00:00
890,100000,100000,2025-05-29T14:45:31.490934+00:00
891,200000,30000,2025-11-16T01:35:11.491435+00:00
892,1000000,200000,2025-08-01T20:43:48.491435+00:00
893,500000,100000,2025-04-21T02:37:28.491435+00:00
894,100000,50000,2025-10-03T03:17:45.491435+00:00
895,100000,50000,2025-05-15T17:31:58.491936+00:00
896,300000,50000,2025-03-04T08:19:33.491936+00:00
897,300000,50000,2025-05-05T06:32:05.491936+00:00
898,1000000,100000,2025-11-29T12:00:04.491936+00:00
899,200000,50000,2025-04-27T20:44:37.491936+00:00
900,1000000,100000,2025-04-23T06:54:19.492436+00:00
901,500000,30000,2025-06-06T11:12:42.492436+00:00
902,1000000,200000,2026-01-21T02:19:05.492436+00:00
903,100000,200000,2025-03-05T17:39:33.492436+00:00
904,300000,200000,2025-09-20T08:52:48.492934+00:00
905,200000,30000,2026-01-19T01:24:16.492934+00:00
906,200000,30000,2025-02-23T13:59:29.492934+00:00
907,100000,30000,2025-11-15T18:15:14.492934+00:00
908,500000,30000,2025-03-27T02:26:12.493435+00:00
909,100000,50000,2025-05-24T19:22:36.493435+00:00
910,1000000,100000,2025-08-09T16:43:19.493435+00:00
911,300000,50000,2025-03-14T14:07:00.493435+00:00
912,200000,50000,2025-12-22T18:49:26.493435+00:00
913,100000,200000,2025-07-16T02:19:59.493942+00:00
914,100000,50000,2025-11-01T02:57:25.493942+00:00
915,1000000,50000,2025-07-16T23:23:00.493942+00:00
916,300000,30000,2025-09-11T13:38:21.493942+00:00
917,1000000,100000,2025-10-08T21:38:42.493942+00:00
918,300000,200000,2026-01-30T01:20:02.493942+00:00
919,100000,50000,2025-06-13T12:10:27.493942+00:00
920,100000,200000,2026-01-07T17:28:27.494436+00:00
921,300000,100000,2025-04-13T00:37:09.494436+00:00
922,1000000,50000,2025-05-30T03:57:50.494436+00:00
923,500000,100000,2025-05-26T20:38:52.494436+00:00
924,300000,100000,2025-07-17T10:28:54.494436+00:00
925,100000,50000,2025-10-03T09:56:09.494436+00:00
926,100000,30000,2025-04-05T11:08:33.494436+00:00
927,200000,100000,2026-02-02T09:56:47.494436+00:00
928,100000,30000,2025-07-02T08:08:13.494436+00:00
929,500000,50000,2025-06-05T22:28:58.494436+00:00
930,200000,200000,2025-06-14T12:04:17.494436+00:00
931,200000,30000,2025-10-15T00:59:26.494436+00:00
932,100000,100000,2025-07-20T01:08:16.495449+00:00
933,1000000,30000,2025-10-31T00:17:08.495449+00:00
934,300000,50000,2025-07-13T00:53:02.495449+00:00
935,100000,200000,2025-10-06T19:58:46.495449+00:00
936,1000000,30000,2025-11-20T11:29:23.495962+00:00
937,1000000,50000,2025-07-14T16:59:19.495962+00:00
938,200000,100000,2025-10-25T00:41:21.495962+00:00
939,500000,200000,2025-10-14T02:55:57.495962+00:00
940,1000000,50000,2025-07-23T04:45:49.495962+00:00
941,300000,50000,2025-04-26T20:59:55.495962+00:00
942,500000,30000,2025-05-09T21:15:18.496458+00:00
943,200000,100000,2025-03-15T19:37:50.496458+00:00
944,200000,200000,2025-06-29T01:47:11.496458+00:00
945,300000,100000,2025-04-18T06:23:22.496458+00:00
946,100000,50000,2025-10-03T09:26:02.496458+00:00
947,300000,200000,2025-10-12T04:23:14.496960+00:00
948,100000,30000,2025-06-01T23:19:45.496960+00:00
949,500000,200000,2025-08-30T17:00:33.496960+00:00
950,100000,50000,2025-09-15T09:22:09.496960+00:00
951,500000,50000,2025-07-09T19:35:23.496960+00:00
952,1000000,200000,2025-05-20T00:51:00.497458+00:00
953,100000,200000,2025-11-25T01:19:11.497458+00:00
954,100000,100000,2025-11-19T11:17:34.497458+00:00
955,100000,200000,2025-02-14T02:31:42.497458+00:00
956,200000,30000,2026-01-13T06:19:23.497458+00:00
957,1000000,200000,2025-04-26T18:04:54.497957+00:00
958,300000,30000,2025-02-17T16:33:30.497957+00:00
959,200000,200000,2025-09-15T20:16:52.497957+00:00
960,300000,30000,2026-01-10T04:46:01.497957+00:00
961,300000,30000,2025-07-03T14:12:28.497957+00:00
962,200000,200000,2025-07-07T00:54:14.497957+00:00
963,300000,200000,2025-10-06T18:33:53.497957+00:00
964,1000000,200000,2025-09-15T08:58:59.498457+00:00
965,300000,30000,2025-06-16T16:37:57.498457+00:00
966,200000,50000,2025-03-16T02:53:44.498457+00:00
967,300000,50000,2025-05-22T03:58:25.498457+00:00
968,500000,100000,2025-08-07T21:01:21.498457+00:00
969,500000,30000,2025-02-19T21:05:26.498957+00:00
970,1000000,50000,2025-04-01T23:56:45.498957+00:00
971,200000,50000,2025-10-04T10:34:53.498957+00:00
972,100000,100000,2025-05-26T10:14:28.498957+00:00
973,300000,30000,2025-02-15T05:47:54.498957+00:00
974,1000000,200000,2025-07-22T00:22:50.498957+00:00
975,200000,100000,2026-01-22T17:24:05.499458+00:00
976,500000,30000,2026-01-11T19:23:49.499458+00:00
977,200000,200000,2025-10-18T01:14:34.499458+00:00
978,300000,30000,2025-10-08T02:13:49.499458+00:00
979,1000000,50000,2025-06-07T00:00:16.499458+00:00
980,300000,30000,2025-04-16T01:05:23.499957+00:00
981,100000,200000,2025-02-11T14:12:47.499957+00:00
982,500000,50000,2025-09-27T17:44:21.499957+00:00
983,200000,100000,2026-01-09T16:03:55.500460+00:00
984,1000000,30000,2025-08-21T23:37:01.500460+00:00
985,100000,200000,2025-10-07T00:53:38.500460+00:00
986,100000,100000,2025-10-06T14:59:07.500460+00:00
987,300000,100000,2025-07-11T09:35:56.500460+00:00
988,200000,30000,2025-05-03T08:55:54.500959+00:00
